username,full_text,topic,predicted_label,probability_emotion
mattmedock,Nathan oshi gue yang mana itu oshinya oshi gue juga alias @A_GitaJKT48 (kayanya) Assist dua kali di malam ini ternyata #TimnasDay,1,Fear,0.2814083993434906
LampionNkri,Indonesia memastikan tiket lolos ke putaran ke 3 kualifikasi Piala Dunia 2026 Zona Asia setelah dipertandingan terakhir di putaran kedua melibas Filipina dengan skor 2 - 0. Gol pertama dicetak Thom Haye disusul gol kedua oleh Rizky Ridho. #TimNasDay https://t.co/vL7gJdMsZO,4,Anger,0.3288925886154175
risalatulumami,Dukungan yg tak pernah beda Go indonesia Girls #TimnasDay,5,Love,0.6964014768600464
suzannita,Timnas Indonesia Cetak Sejarah Lolos Babak Ketiga Kualifikasi Piala Dunia 2026 dan Piala Asia 2027 #Timnas #timnasindonesia #TIMNASDAY #PialaDunia2026 #PialaAsia2027 https://t.co/LHiGxzrKoc,2,Joy,0.9203218221664429
suzannita,Aksi Heroik Jay Idzes Ajak Pemain Timnas Indonesia Tutupi Pemain Filipina Yang Cedera #timnas #TimNasDay #timnasindonesia https://t.co/nt0iowx7jE,8,Neutral,0.2621821165084839
dikadallyn,Back to Back Piala Asia Arab Saudi 2027 we're coming Third Round kualifikasi Piala Dunia 2026 nothing to loose aja #TimNasDay,2,Fear,0.3621540665626526
tebelams,Anang &amp; Friends ingatlah nama ini yang membuat momen haru Timnas Indonesia sirna. Biasanya selesai Timnas tanding ngumpul dibunderan sambil nyanyi Tanah Airku. Malah si Anang asik sendiri karaoke. Sungguh aneh bin ajaib #TimNasDay,3,Anger,0.4273432493209839
mellsmells99,verdonk km keren pol malem ini #TimNasDay 🇮🇩,5,Anger,0.26113754510879517
cokkysiregar,R3 bakal sulit banget sih raja2 Asia kumpul disini semua..Yg penting fokus main bener aja sama gedein nyali..bakal berguna banget di AFC 2027..AFF mah kirim U23 aja lah..kaga level lagi skrg #TimNasDay,2,Anger,0.31818318367004395
tebelams,Ditunggu main bareng Asnawi di Timnas Indonesia bang Paes #TimnasDay,1,Joy,0.437629759311676
dongjitu1,Hasil live draw TUVALU 06 12 Juni 2024 Result : 0283 Shio : Kuda Selamat kepada para pemenang! #dongjitu #situstogelonline #agentogelresmi #bandartogelonline #situstogelterpercaya #situstogelhadiahterbesar #TimnasDay,2,Joy,0.4993979334831238
tribunSUPERBALL,Timnas Indonesia resmi lolos ke putaran ketiga Kualifikasi Piala Dunia 2026 usai meraih kemenangan atas Filipina di GBK. Sejarah! 🇮🇩 #TimnasDay Selengkapnya https://t.co/ez2UBIds3m https://t.co/ez2UBIds3m,7,Joy,0.4309757649898529
dongjitu1,Hasil live draw KAKAO 00 12 Juni 2024 Result 1 : 2395 - Shio : Kuda Result 2 : 6862 Result 3 : 0622 Selamat kepada para pemenang! #dongjitu #situstogelonline #agentogelresmi #bandartogelonline #situstogelterpercaya #situstogelhadiahterbesar #TimnasDay,2,Joy,0.4737253487110138
octadandy,Ritual Pemain Tim Nasional Tak Jadi Nyanyikan Tanah Airku dirusak oleh @ananghijau and Friends https://t.co/j1hRNyHjSw Selamat Anda Musisi NKRI pertama yang tidak hanya tercatat dalam sejarah sepakbola namun turut tersimpan dalam jejak digital abadi. #TimnasDay,3,Anger,0.5413044691085815
yusufnanang141,Selamat buat timnas Indonesia lolos babak 3 kualifikasi piala dunia 2026 #TimnasDay,1,Joy,0.9553536772727966
officialinews_,Daftar 18 tim yang lolos putaran ketiga Piala Dunia 2026 #TimnasDay https://t.co/9QaWHyycMN,3,Love,0.6698746085166931
ronitoxid,Anang Ngerusak Momen Haru #TimNasDay Emang dari dulu gasuka dia dan keluarganya yg modelan sok glamor apalah. Blas.,3,Anger,0.5796300768852234
ulfabinada,Namanya hidup itu kaya orang ngamen kadang baru nyanyi satu kalimat dapat 1000 kadang belum nyanyi dikasih 5000 kadang dibilang prei mas kadang juga dihujat ky mas Anang yg ngerusak suasana #TimnasDay,3,Neutral,0.40698447823524475
tribunSUPERBALL,Timnas Indonesia membukukan total 5 kemenangan 1 seri dan 2 kalah sepanjang Kualifikasi Piala Dunia 2026. Pasukan Shin Tae-yong lagi-lagi mengukir rekor bersejarah! 🆕 #TimnasDay https://t.co/PfsTMOHFc7,5,Neutral,0.35497236251831055
tribunSUPERBALL,Laga timnas Indonesia vs Filipina harus berhenti sekitar 6 menit akibat insiden tabrakan antara Ernando Ari dan Adrian Ugelvik. Pemain Filipina harus dibawa dengan ambulans untuk dilarikan ke rumah sakit terdekat. #TimnasDay https://t.co/Cj9hpWdkkB,1,Anger,0.35075268149375916
irfmm,Kejadian kocag mba mba keluar stadion malah diskusi tadi siapa yang ngegolin . Untung kaga tanya timnas pake jersey warna apa #TimNasDay,5,Anger,0.3589659035205841
kanalaceh,Cetak Sejarah Timnas Indonesia Lolos Putaran Ketiga Kualifikasi Piala Dunia #TimNasDay #verdonk https://t.co/fp8bXEuBew,5,Joy,0.482724130153656
macanutara_,Momen Timnas berlaga di Stadion jangan sekali-kali dah artis apalagi politikus busuk cari cari momen buat caper alhasil di sorakin satu stadion kan luh.. . #TimNasDay,4,Anger,0.45268890261650085
suaradotcom,Pemain naturalisasi Thom Haye mencetak gol indah dari luar kotak penalti. #TimnasDay https://t.co/fGjmUMeG6j,4,Joy,0.4351717233657837
yungsgy,Siapakah yang bermain baik saat laga Indonesia vs Filipina tadi? #TimnasDay,5,Love,0.7714049220085144
suaradotcom,STY blak-blakan mengatakan stadion harusnya lebih banyak digunakan murni untuk agenda sepak bola ketimbang konser. #TimnasDay https://t.co/L1kXR62yVo,7,Anger,0.3875235617160797
hastoro,Setelah LIHAT pertandingan #TimNasDay malam ini yang bikin hilang Mood adalah kenapa harus ada Karaoke Anang-AaaahSanty. Bukannya haru malah jadi Aneh. Akhirnya Pemain malah nyamperin #UltrasGaruda buat selebrasi sendiri. @Lingocoins $LINGO,3,Anger,0.36872100830078125
desyUlfaY,Tanggung jawab lo @PSSI Dengkul 52M jadi gini gara2 rumput burik GBK! @erickthohir kasian Prof Haye Bebal bgt woi dari match2 kmrn di protes gada perbaikan tu rumput diliat2 Lagian kek gada stadion lain di Indonesia inii #TimnasDay,9,Sad,0.34489646553993225
rieribet,Yang mengundang Anang utk karaoke dipertandingan timnas itu siapa sih? Ngerusak* #TimNasDay,3,Anger,0.3382790982723236
putrategar2709,Debut Calvin Verdonk terbilang menjanjikan. Sebagai wing back dia rajin naik-turun bantu serangan. Persaingan di sisi kiri bakal makin keras. Namun Nathan Tjoe-A-On kini sudah dapat posisi di gelandang dan gak ikut meramaikan persaingan di sisi kiri. #TimNasDay,9,Anger,0.6767196655273438
TimnasIndonesia, Hari ini 𝑚𝑖𝑙𝑖𝑘 𝑘𝑖𝑡𝑎. https://t.co/joTwBt4c4A,0,Joy,0.30602890253067017
reni_triasari,Bang jay si paling suportif. Dari pernyataan dia ttg bully pemain dan dia siap di posisi apapun untuk timnas garuda udah keliatan sih sifat dan sikapnya scr ga langsung https://t.co/OxKBU4Kx5n,7,Joy,0.265704870223999
MafiaWasit,Yah kalau hak tayang balik ke MNC Group berarti ga ada tayangan Anang karaoke di after match Timnas lagi dong? https://t.co/6x6bt60L75,3,Anger,0.3155890107154846
JeromePolin,AKHIRNYAAAAA AKU DUKUNG TIMNAS DAN MENANGGG https://t.co/cPzuLgDLbt,0,Love,0.2794678509235382
ainurohman,Yang punya ide mengundang Anang utk karaoke setelah pertandingan timnas itu siapa sih? Epik betul. https://t.co/UthAca3gIZ,3,Anger,0.31376153230667114
idextratime,Calvin Verdonk di babak pertama debutnya bersama timnas Indonesia. https://t.co/LZ8JXuyGC2,0,Joy,0.738925039768219
Indostransfer, UPDATE Calon lawan Timnas Indonesia di Kualifikasi R3 Piala Dunia 2026 Zona Asia masih ada 3 tempat yang diperebutkan 7 tim dari 3 grup lain di Kualifikasi R2. Nantinya akan dibagi 3 grup (6 tim) kemungkinan besar Timnas Indonesia bakal menempati POT 6 undian https://t.co/PtAmjrXSCL,2,Neutral,0.4786900281906128
SiaranBolaLive,TIMNAS INDONESIA STOP MAIN DI GBK SAMPAI RUMPUT GBK IDEAL SELAMA ROUND 3 #AFC #WCQ2026 IYA GBK ADALAH STADION NASIONAL KEBANGSAAN BANGSA INDONESIA TAPI KONDISINYA JAUH DARI IDEAL!! MASIH BANYAK VENUE LAIN YANG LEBIH IDEAL!! SELAMA KONDISI TAK IDEAL STOP PAKE GBK!! SEPTEMBER https://t.co/95BFKiUzDP,0,Neutral,0.368469774723053
Kossonng,Batakan sih yang menurut gw layak jadi venue timnas di Round 3 wcq,4,Joy,0.3266542851924896
itncredible,wah masyaAllah ya liat timnas menang kemaren lolos r3 terus liat update an crush lulus s2 wow wow wow,0,Joy,0.33724284172058105
officialinews_,Thom Haye menyebut laga melawan Filipina jadi hari yang special https://t.co/bfdBJIN0kC,4,Joy,0.34244197607040405
kompasiana,Siap-siap Bergadang Indonesia U-20 Vs Italia U-21 di Toulon Cup 2024 https://t.co/d0EVhxYbkW,2,Love,0.4287515878677368
Bolanet,Nasib 7 negara ASEAN di Kualifikasi Piala Dunia 2026! https://t.co/pVaiO9qMJf,8,Love,0.6684167385101318
Kilat_com,Kalahkan Filipina 2-0 Timnas Indonesia Cetak Sejarah Berhasil Melaju ke Babak Ketiga Kualifikasi Piala Dunia. https://t.co/wfW2f0dfjO,2,Joy,0.38862621784210205
cursedkidd,timnas indonesia dripada mkirin strategi prmainan musuh knp gk serang lngsung dari akarnya yh misal cri tau masalah pribadi tiap pmain musuh nti pas brhadapan di lapangan tnggal panas2in aja kan nti mreka gk fokus pas dioper diem aj bolanya kt rebut,7,Anger,0.30569663643836975
Bolanet,Road to Piala Dunia 2026: Regulasi dan syarat agar Timnas Indonesia lolos ke Piala Dunia 2026! https://t.co/5uTIBGqowL,2,Joy,0.4597708284854889
mediaindonesia,Pada pertandingan kualifikasi Piala Dunia melawan Filipina yang dimenangi Indonesia dengan skor 2-0 itu kedua gol tim Merah Putih dibukukan bukan oleh pemain depan. https://t.co/QZkxvuHPfh,9,Anger,0.32760900259017944
mediaindonesia,Video yang kemudian diunggah di Instagram @jokowi tersebut memperlihatkan Jokowi yang mengenakan kaos lengan panjang putih berada di salah satu tribun di Stadion Utama Gelora Bung Karno Jakarta tempat pertandingan tersebut berlangsung. https://t.co/d73Nm4YRxJ,0,Anger,0.4186401665210724
idextratime,PARA PEMAIN TIMNAS INDONESIA DAN FILIPINA SECARA BERSAMA MENUTUP PEMAIN FILIPINA YANG CEDERA ️ RESPECT ,0,Anger,0.3522914946079254
idextratime,Salut Indosiar masih menyiarkan euforia kemenangan timnas di GBK. ,2,Joy,0.2975614070892334
iHugFurina,Bangkit kembali Garuda! Dukung dan saksikan laga INDONESIA 🇮🇩 vs FILIPINA 🇵🇭sebagai laga penentu untuk melaju ke tahap berikutnya dalam kancah dunia! Minum #AQUADULU dan berikan 100% semangatmu untuk Timnas! ,2,Fear,0.3179578483104706
adekmbem,@GIBOLofficial Sudah kuduga ni orang bakal dihujat seindonesia raya sih. Ngerusak euforia BANGET. Dan kek aneh banget nyanyi Gebyar-Gebyar tu OKE banget. Tapi lagu setelah itu NO Aneh dan nggak masuk. Akhirnya kalah sama suara supporter+timnas yg nyanyi Indonesia Pusaka,6,Anger,0.5634756684303284
okezonenews,@idextratime 6 Pemain Keturunan Grade A yang Berpotensi Gabung Setelah Timnas Indonesia Lolos ke Babak Ketiga Kualifikasi Piala Dunia 2026 https://t.co/epxgcwjpEg,0,Joy,0.3208256959915161
BagusDwiMinarno,@shanpng @00beinghuman Calon pemain termahal yg dimiliki Timnas Indonesia. Semoga bener2 terwujud https://t.co/0Jr3tQYf4M,2,Anger,0.47696810960769653
boxerpakrt,Akun-akun oknum si paling Persib sok aya weh neangan pipaseaeun teh teu ka club teu ka Timnas Indonesia.,1,Joy,0.6013880372047424
DegiJhony,@TimnasIndonesia @Officialkjti Besok gausah ngadi ngadi habis match ada penyanyi karoke gajelas banget ngerusak moment,1,Anger,0.6188349723815918
Novikaftrn16,BANGGA BGT MASYAALLAH Terharu dikit #Timnasindonesia,0,Neutral,0.2787576913833618
nau1837,Bisalah kpn diundang @PSSI @TimnasIndonesia,4,Neutral,0.2555408477783203
melonmidi,@AchAnck19 @TimnasIndonesia Kebanyakan nonton karena rasa nasionalisme orang tersebut bukan karena mengidolakan seseorang.,1,Anger,0.5286290645599365
erakinimedia,Shin Tae-yong sadar bahwa di putaran tiga nanti tim-tim yang akan dihadapi oleh timnas Indonesia akan jauh lebih kuat. https://t.co/jr4HUt5Kzk,7,Joy,0.7301486134529114
bagoesz,@GOAL_ID Yang penting timnas Indonesia menang. GBK adalah stadion kelas International. Rumput tetap layak walaupun diguyur hujan. Bravo Timnas Indonesia. Terimakasih Couch STY.,6,Neutral,0.2612359821796417
rani23091,@TimnasIndonesia Indonesia hebat 🇮🇩,0,Love,0.6769189238548279
adiityagung,@FIFAWorldCup @TimnasIndonesia INDONESIA lolos pildun .. Gua yakin pildun 2026 paling rame. 80jt +- orng indo fokus pada pildun amrik mexico canada,2,Joy,0.4111129343509674
montimalano,@TimnasIndonesia Lino maennya seperti ini terus dan tidak mau berubah maka konsekuensinya Kontrak tak akan lanjut di Belgia STY akan cari pengganti dan main di Liga1 kalah saing dgn pemain asing.... Balik kampung,1,Anger,0.3644038140773773
gunturtoyota,@okezonenews @FIFAWorldCup @TimnasIndonesia Minimal david da silva lah daripada dimas drajad,0,Anger,0.2519851326942444
MyH84459509,@TimnasIndonesia Sepatu htm kaos putih mau sekolah ke sd mna prof,0,Neutral,0.4002295732498169
Zvysyz,@idextratime @erickthohir @PSSI @TimnasIndonesia Wkwkwk cocok,4,Love,0.29729777574539185
dibyblu,@TimnasIndonesia gg nih cewe cewe gilaaa,8,Fear,0.52623051404953
Thinktoliving,@Ustadz_Ahong @TimnasIndonesia Celana dia juga di atas mata kaki akhi.,8,Neutral,0.2487342357635498
sluanybehapp,@Horangiehae @TimnasIndonesia betul bang sekeluarga,2,Love,0.8882355093955994
mikamameow,@TimnasIndonesia Wuihhhhh ini juga gak kalah kereennn ,1,Joy,0.48037922382354736
hnrymd,@TimnasIndonesia Wahh kok bisa,4,Joy,0.30602890253067017
aslinyaejak,@TimnasIndonesia Efek latian di lapangan penuh lele,4,Neutral,0.2473679631948471
tarieastr,Walau lapangan pitak gini tapi lo keren banggg @TimnasIndonesia https://t.co/RF6O1pORlX,4,Joy,0.7678971290588379
seledrin,@ynairait @TimnasIndonesia Wiiiii seru bgttt riiii,0,Anger,0.26064997911453247
adhit_yap,@TimnasIndonesia Selamat ,1,Neutral,0.6350145936012268
abcdefitria,@fahmiiiiii14 @idextratime @erickthohir @PSSI @TimnasIndonesia Harusny nyerang EO nya bukan pengisi acaranya,1,Anger,0.32229340076446533
PrimaArion,@gilabola_ina @FIFAWorldCup @TimnasIndonesia Biar ketemu team pusat bg,4,Anger,0.29288721084594727
Ridhani18041124,@Yokanang_ @PSSI @TimnasIndonesia malah orkes keluarga hadehh,3,Love,0.3924272358417511
khairi_lutfi_16,@TimnasIndonesia Yok Bisalah Liga Nya,4,Neutral,0.2688782513141632
minatbaca278,@assshhhhfk @fahmiiiiii14 @idextratime @erickthohir @PSSI @TimnasIndonesia Juga Ma'ruf amin,4,Joy,0.8152017593383789
wldrckt,@FIFAWorldCup @TimnasIndonesia Bang fifa mau rempah-rempah 2 kontainer gak?,0,Love,0.341542512178421
ghaniavi,Indonesia kalau mau lolos ke ronde berikutnya lagi ya berarti harus bisa mengalahkan tim yang ada di pot 4 dan 5 (siapapun itu yang se group) @TimnasIndonesia @PSSI,2,Anger,0.25051721930503845
gilang_febrians,@apa_ini89730 @TimnasIndonesia Wah kok tau bang kapan emyu ampas bang?,0,Anger,0.38323697447776794
axolotlyee,@FCDallas @TimnasIndonesia mana bang paes woy???,0,Anger,0.39367905259132385
historidaa,@TimnasIndonesia Melaju terus ,2,Neutral,0.3061084747314453
gilang_febrians,@arya_mu7 @apa_ini89730 @TimnasIndonesia Wkwkwk jadi makin keliatan kan,4,Anger,0.22646644711494446
fabianjrit,@TimnasIndonesia Lebih cepet tembus ke top asia sih ini. Apalagi kl digarap lebih serius dg liga dan pembinaan.,0,Neutral,0.2826004922389984
wildaeryne,@bilbizzlee @biwbiwthingz @fangirlinghouse ikut senengggg akhirnyaa menanggg so proud of you timnas indonesia keren bgtt smoga bisa menang lagi dipertandingan selanjutnya ya ka @bilbizzlee https://t.co/BX8PemWKQD,0,Joy,0.4684469997882843
reverayaz,@TimnasIndonesia Gak expect dhoo,8,Neutral,0.48993825912475586
c_poluan,@mincedt0fu @TimnasIndonesia Dia tetep main di Indonesia. cuma maunya berkarier diklub eropa saja,2,Anger,0.38944491744041443
sky_life46,@Yokanang_ @PSSI @TimnasIndonesia Tag @KEMENPORA_RI ajak nih,3,Anger,0.3262050449848175
BoltimNews,Kualifikasi Piala Dunia 2026: Timnas Indonesia Tundukkan Filipina 2-0 https://t.co/JipHmWFwTS,2,Joy,0.5573297739028931
IhsanBepe,@novianpriyo @TimnasIndonesia Kowe mending gantike Anang nyanyi wae yo,3,Anger,0.3970714211463928
ArdiP_,@apaajadesainin @TimnasIndonesia sungkem sama suhu deden suber dulu ah ,0,Neutral,0.29408594965934753
nojewelries,@TimnasIndonesia captain ika cakep banget dahhh,1,Joy,0.40531420707702637
hilmanelhaki,@FIFAWorldCup @TimnasIndonesia Doain yahh kakak² world cup,1,Sad,0.27273738384246826
chatnews_id,FOTO : Menang 2-0 Indonesia Lolos ke Putaran Ketiga Kualifikasi Piala Dunia 2026. #TimNasDay #timnasindonesia https://t.co/9hXOtYNQ9l,4,Love,0.9750392436981201
artinyamenang,@FIFAWorldCup @TimnasIndonesia On fire Garuda Indonesia 🇮🇩,7,Neutral,0.7582226395606995
FBilayudha,@TimnasIndonesia Tolong buatkan liga buat mereka,0,Anger,0.3132181167602539
tvOneNews,Sudah Lolos Ke Putaran Tiga Kualifikasi Piala Dunia 2026 Ini Tantangan Selanjutnya Timnas Indonesia: Timnas Indonesia berhasil mencatatkan tiga kali menang satu hasil imbang dan dua kali kekalahan di putaran kedua Kualifikasi Piala Dunia 2026 Zona Asia. https://t.co/mYh9vKvBh1 https://t.co/3qOnRtBTbK,2,Neutral,0.5569331049919128
tvOneNews,Bukan Timnas Indonesia Ternyata Ini Timnas dengan Ranking FIFA Terendah di Putaran Tiga Kualifikasi Piala Dunia 2026: Kemenangan atas Filipina di Stadion Gelora Bung Karno membuat Timnas Indonesia memastikan diri lolos ke putaran selanjutnya Kualifikasi https://t.co/ecBWeF58jY https://t.co/MC07MQS34F,2,Neutral,0.5370692610740662
ridhowk,masih ga abis mikir sama orang yg ngmg ET ga ngaruh apa2 kl nahkodah jelek kaya dulh liga premier indonesia plus isl timnas jelek kan? ga ngerti bola sih https://t.co/vXAFNLhKqd,4,Anger,0.4341283440589905
villainimmk,@TimnasIndonesia Ini turnamen apa?,7,Neutral,0.6162636280059814
reniauliyaa,@TimnasIndonesia smgt terus bang ridho️‍,0,Love,0.3981967866420746
arahkitamedia_,Presiden Jokowi Sebut Sejarah Tercipta Indonesia Lolos ke Putaran Ketiga Piala Dunia Presiden Jokowi menyebut lolosnya... #NewsUpdate #Olahraga #Bola #Jokowi #PresidenJokowi #TimnasIndonesia #TimnasDay #KualifikasiPialaDunia #PialaDunia #WCQ2026 https://t.co/PmOfOTc46m https://t.co/8j3gmEvZlx,0,Anger,0.2892634868621826
UmamRamdhan,AFC Qualifer Round 3. Semoga Indonesia Di Round 3 Berhasil Lolos Ke Piala Dunia Amerika #FifaWorldCup2026 #TimnasIndonesia #Afc https://t.co/CkTndmM1o4,2,Joy,0.400991827249527
yourchezz,@TimnasIndonesia KEREN SEKALI CEWE CEWE KITA INI,0,Anger,0.38433656096458435
PocongMeong,@SiaranBolaLive Bulan september emg gakan maen di GBK beritanya kan udh ada karena kedatangan Sri Paus ke Indonesia pindah ke GBT.,4,Fear,0.23374958336353302
suaradotcom,Kondisi Terkini Bek Filipina Adrian Ugelvik Terkapar Usai Benturan dengan Ernando Ari #filipina #ernandoari #timnasindonesia #filipina #kualifikasipialadunia2026 #bolaindonesia https://t.co/X4LuQ0FGen,0,Neutral,0.3511110246181488
niyupsie,@TimnasIndonesia Nyebar manuk,0,Neutral,0.30071547627449036
GoSumbarcom,Iwan Bule Bersyukur Timnas Indonesia Lolos Ke Putaran Tiga Kualifikasi Piala Dunia 2026 https://t.co/iotm73z9ic #Olahraga,2,Joy,0.4605320692062378
GoNewsdotco,Iwan Bule Bersyukur Timnas Indonesia Lolos Ke Putaran Tiga Kualifikasi Piala Dunia 2026 https://t.co/RLwyHCMt52 #Olahraga,2,Joy,0.4605320692062378
TapaNgumbara,@msaid_didu @pertamina Apakahkah pemerintahan Indonesia perlu potong generasi seperti yang dilakukan coach STY di timnas? Karena generasi yang seangkatan dengan Pak @msaid_didu banyak yang 'Bermental Amplop'..,7,Joy,0.6597455739974976
aphroditelrcc,@FIFAWorldCup @TimnasIndonesia bendera indonesia sampingan ama argentina cuyyy https://t.co/itLzXy0Nwo,0,Neutral,0.3040330111980438
SportCornerID,Jalan Terjal Timnas Indonesia Tembus Piala Dunia 2026 https://t.co/X8REsblzTt,0,Neutral,0.41082364320755005
rnsyh17,Timnas Indonesia akan ke Piala Dunia 2026 nih seperti nya #timnas #fifawc,8,Joy,0.6917985081672668
dyahayurw_,@idextratime @erickthohir @PSSI @TimnasIndonesia Jadi keinget Jay 'Anak Lanang' Idzes ,3,Sad,0.8778632283210754
aprilliacahyaa,LUCU BANGET!!!! btw congrats @TimnasIndonesia ️,0,Anger,0.6842069029808044
Peragu_Segala,@TimnasIndonesia Wow luar biasa timnas senior putra-putri. Cuma ada rasa sedih mengingat timnas U20 sdh 3x dibantai 0-3 0-4 1-4 dan besok malam vs Italy U20 pula. Duh kalah mah kalah aja tapi kalau dibantai 4x berturut-turut itu keterlaluan sih mnrtku (Bukan salah pemain).,2,Anger,0.4933457374572754
babumiki26,@TimnasIndonesia Dah bagus dengerin tanah airku sama nyanyian supporter. Boleh konser2an tapi ditaro akhir banget ajaaaa,1,Anger,0.3448534905910492
ddidimana,@FIFAWorldCup @TimnasIndonesia Kerennn terharuuu bgtt hidup dijaman timnas jagoo https://t.co/gub11Os1ZC,1,Joy,0.9081916809082031
bolacomID,Thailand Vietnam Malaysia Kandas Semua...Timnas Indonesia Gendong ASEAN ke Putaran 3 Kualifikasi Piala Dunia 2026 https://t.co/eiWSHOHreL,2,Joy,0.46551525592803955
antaranews,Timnas Indonesia lolos ke babak ketiga kualifikasi Piala Dunia 2026 https://t.co/E7CQhHvdpJ,4,Joy,0.774185061454773
duktektv,INDONESIA MENGUKIR SEJARAH! Untuk pertama kalinya Skuad Garuda lolos ke Putaran Ketiga Kualifikasi Piala Dunia! Terbang tinggi Garudaku! 🇮🇩 #TimNasDay #Timnas https://t.co/uuyhoQ5EOp,2,Joy,0.785118043422699
budimalau,Tampil Memukau di Debutnya Bersama Timnas Indonesia Calvin Verdonk Senang dengan Atmosfer di SUGBK https://t.co/q44OTBbEz2 lewat @tribunnews #TimNasDay #TimnasIndonesia,9,Joy,0.44194382429122925
efernamblas,Hadir lagi disini Selamat garudaku #TimNasDay @TimnasIndonesia https://t.co/tXSIZAgCYt,0,Joy,0.43680429458618164
suaradotcom,Pelatih Filipina Tom Saintfiet menanti kabar resmi dari dokter terkait kondisi anak asuhannya Adrian Ugelvik usai terkapar saat melawan Timnas Indonesia di Stadion GBK Jakarta Selasa (11/6/2024). #TimnasDay,4,Neutral,0.741313636302948
suaradotcom,Adrian Ugelvik terkapar usai benturan di udara dengan kiper Timnas Indonesia #ErnandoAri. https://t.co/Fa2ZDxMhQ3,1,Joy,0.6527997255325317
mynameisrichie_,@vickotwitt @MDeva909 @DelanRamadoni22 @gilabola_ina Msh aja kotak kotakin pemain naturalisasi &amp; lokal. Toh mereka punya drh Indo dari keluarga. Bahkan rata-rata keluarga besar mrk masih tinggal Indonesia. Terserah Anda ga suka hak Anda balik aja sendiri ke jaman kegelapan Timnas. Gua sebagai anak La grande dukung yg skrng,9,Anger,0.289884477853775
detiksport,Timnas Putri Indonesia mampu mengalahkan Timnas Putri Bahrain pada laga uji coba. Garuda Pertiwi menang meyakinkan 3-0. https://t.co/dMxQ1NUB71,1,Anger,0.29378896951675415
Gitapuspita99,@kemalpalevi Timnas sepakbola Indonesia ini giliran lagi jelek aja gak ada yang mau dukung Kecuali suporter itu sendiri gilira udah naik dan bagus beberapa orang Tiba tiba masuk dengan si paling timnasnya dari pengamat pelatih legend dan terakhir nih penyanyi,2,Joy,0.3316221237182617
VIVAbola,Lini Depan Timnas Indonesia Belum Memuaskan STY Cari Pengganti https://t.co/vnjIiIxveS,7,Anger,0.271060049533844
tempodotco,Cetak Gol Perdana untuk Timnas Indonesia Thom Haye: Ini Malam yang Spesial https://t.co/4Ej5BRanEX #TempoBola,4,Neutral,0.37696537375450134
turunminum_id,Momen Dani Hubner diserbu suporter Timnas Indonesia dimintai tanda tangan hingga swafoto #danihubner #justinhubner #timnasindonesia #timnasday #skuadgaruda #indonesiavsfilipina #filipina #kualifikasipialadunia2026 #qualifiersworldcup2026 #fifamatchday #infobola https://t.co/D2KbwmUTkj,1,Neutral,0.38522106409072876
ibnukusumayadi,@TimnasIndonesia Queen Indo menyala,4,Joy,0.3504577875137329
sebssvett,disaat fans fomo fokus ke nathan struick disaat itulah pecinta bola menikmati permainan thom haye dilini tengah yg ga pernah ada di timnas Indonesia sebelumnya,4,Joy,0.4834038317203522
toney_alfath,@yoyobibiauau @xboripx @Indostransfer Kayak kemarin ya nyesek nya tp kalo bisa melaju jauh ya timnas Indonesia,0,Joy,0.4573119878768921
malovakoo,@TimnasIndonesia keren bgt ,1,Joy,0.49676045775413513
kenekadit_,@afhiyhdeckx @ManUtd_ID @TimnasIndonesia biarin lah ini akun official MU mereka digaji gapake uang pajak kok wkwk,8,Love,0.3477954566478729
SINDOnews,Malaysia Keok Timnas Indonesia Satu-satunya Tim ASEAN yang Lolos Putaran Ketiga Kualifikasi Piala Dunia 2026 https://t.co/ugbMGRqRXC,2,Joy,0.6186334490776062
VIVAbola,Hasil Statistik Timnas Indonesia Vs Filipina di Kualifikasi Piala Dunia 2026: Skuad Garuda Berkuasa https://t.co/oGeZB1xtCV,2,Joy,0.7448638677597046
CH3NCH3N_48,@TimnasIndonesia Full senyum,1,Joy,0.9075568914413452
LutfiRedlabel,Timnas 🇮🇩 Indonesia bikin Sejarah Satu - Satunya Negara Asean yang lolos round 3 kualifikasi Pildun Zona Asia . Juga lolos tanpa babak kualifikasi Piala Asia 2027 ' ,7,Neutral,0.7268303632736206
_satusatu_,Alhamdulillah turut bangga dengan timnas Indonesia yg bisa lolos babak ketiga kualifikasi Pildun. Ya meski tetap tidak bisa lolos dari TAPERA.. Btw siapa yak yg nyuruh mas anang nyanyi ... Mas anang mas anang.. https://t.co/TBzGU5tUKB,3,Anger,0.3728961646556854
Veen22,Kalahkan Filipina 2-0 Timnas Indonesia Lolos ke Putaran 3 Kualifikasi Piala Dunia 2026 https://t.co/5jdzflQBg2,0,Joy,0.6097212433815002
mo_anwr,@TimnasIndonesia Wihh bocil ini gak pernah absen ngegolin Pak Ralph anak e njenengan joss ,1,Neutral,0.4060088098049164
TheLilywhitesID,@TimnasIndonesia jagooo terusss,0,Anger,0.25620612502098083
Seraphio26,Pada sadar ga sih Jay Noah Idzes itu pembuat sejarah sejati. Hanya dalam DELAPAN HARI dia loloskan dua tim naik level: - Venezia naik kasta dari Serie B ke Serie A Italia dan - Timnas Indonesia naik kasta pertama kalinya tembus R3 AWCQ #JayIdzes #TimnasDay,0,Neutral,0.7309386134147644
